question,answer,category,source_name,source_url,verified_note
Tôi nên chọn hệ bám tải hay hybrid nếu chỉ muốn giảm tiền điện ban ngày?,"Nếu mục tiêu chính là giảm điện mua từ lưới vào ban ngày và không cần dự phòng khi mất điện, hệ hòa lưới bám tải thường phù hợp hơn. Cần kiểm tra biểu đồ sử dụng điện ban ngày và diện tích mái trước khi chốt.",solution_selection,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/,
Tôi nên chọn hệ hybrid nếu thường mất điện không?,"Có thể xem xét hệ hybrid có pin lưu trữ nếu thường mất điện và cần cấp điện cho tải ưu tiên. Tuy nhiên cần xác định thiết bị cần dự phòng, công suất tải và thời gian muốn dùng pin.",battery_storage,mksolar_10kw_storage_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-10kw-luu-tru/,
Pin lưu trữ nên chọn bao nhiêu kWh?,"Dung lượng pin phụ thuộc tải ưu tiên, thời gian cần dự phòng và ngân sách. MKSolar tham khảo khoảng 5kWh cho hệ 3kW, 10kWh cho hệ 5kW và 15–20kWh cho hệ 10kW trong một số gói sản phẩm, nhưng cần khảo sát thực tế.",battery_storage,mksolar_10kw_storage,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-luu-tru-1-pha/,
Có cần chống phát ngược không?,Thiết bị chống phát ngược có thể cần trong một số cấu hình tự sản xuất tự tiêu thụ nhằm hạn chế phát điện lên lưới. Nghị định 135/2024/NĐ-CP có nhắc đến trường hợp lắp thiết bị chống phát ngược trong chính sách miễn trừ giấy phép hoạt động điện lực. Cần kỹ thuật viên tư vấn theo hệ cụ thể.,regulation,gov_policy_summary,https://xaydungchinhsach.chinhphu.vn/chinh-sach-moi-ve-phat-trien-dien-mat-troi-mai-nha-tu-san-xuat-tu-tieu-thu-119241023084553098.htm,
Lắp điện mặt trời có giúp giảm phụ tải giờ cao điểm không?,"Bộ Công Thương nêu phát triển điện mặt trời mái nhà tự sản xuất, tự tiêu thụ kết hợp lưu trữ phù hợp có thể bổ sung nguồn điện tại chỗ, tăng tính linh hoạt hệ thống điện và góp phần giảm phụ tải giờ cao điểm.",energy_policy,moit_directive10,https://moit.gov.vn/tin-tuc/chi-thi-10-ct-ttg-ve-viec-tang-cuong-thuc-thi-tiet-kiem-dien-va-phat-trien-dien-mat-troi-mai-nha.html,
Nhà có mái bị che bóng buổi chiều có nên lắp không?,"Vẫn có thể xem xét, nhưng bóng che có thể làm giảm sản lượng. Cần khảo sát vị trí che bóng, thời điểm che, phương án chia chuỗi, vị trí đặt tấm và lựa chọn thiết bị phù hợp.",roof_survey,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Có cần thay đổi hệ thống điện trong nhà khi lắp không?,"Có thể cần bổ sung tủ điện, thiết bị bảo vệ, dây dẫn hoặc điểm đấu nối tùy hiện trạng. Việc kiểm tra hệ thống điện hiện hữu là phần quan trọng trong khảo sát kỹ thuật.",installation_process,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Hệ lưu trữ có chạy được toàn bộ nhà khi mất điện không?,"Không mặc định. Khả năng cấp điện khi mất điện phụ thuộc inverter, dung lượng pin, cấu hình backup và tải ưu tiên. Thông thường cần xác định các thiết bị quan trọng để thiết kế tải dự phòng phù hợp.",battery_storage,mksolar_10kw_storage_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-10kw-luu-tru/,
Có nên lắp hệ quá lớn so với nhu cầu không?,"Không nên chọn công suất chỉ dựa trên diện tích mái. Nếu hệ quá lớn so với nhu cầu tự dùng, hiệu quả đầu tư có thể giảm và có thể phát sinh yêu cầu kỹ thuật/quy định về đấu nối hoặc phát ngược.",sizing_preliminary,gov_decree_135,https://chinhphu.vn/?classid=1&docid=211466&pageid=27160&typegroupid=4,
Muốn tối ưu hoàn vốn cần chú ý gì?,"Cần chọn công suất phù hợp phụ tải ban ngày, giảm bóng che, chọn thiết bị phù hợp, thi công đúng kỹ thuật và theo dõi sản lượng. Chatbot không nên cam kết thời gian hoàn vốn nếu chưa có hóa đơn điện và khảo sát.",investment,mksolar_home,https://mksolar.vn/,
Điện mặt trời có phù hợp cho văn phòng không?,"Văn phòng dùng điện nhiều ban ngày có thể phù hợp với hệ bám tải. Cần khảo sát mức tiêu thụ, diện tích mái, khả năng lắp đặt và quy định liên quan của công trình.",solution_selection,mksolar_contact,https://mksolar.vn/elements/,
Điện mặt trời có phù hợp cho nhà xưởng không?,"Nhà xưởng thường có phụ tải ban ngày và diện tích mái lớn nên có thể phù hợp. Tuy nhiên cần khảo sát kết cấu mái, phụ tải, điểm đấu nối, tiêu chuẩn an toàn và yêu cầu tích hợp lưới.",solution_selection,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Nếu tủ điện bị nóng bất thường thì làm gì?,"Không chạm vào tủ điện hoặc tự siết lại dây. Hãy ngừng thao tác, ngắt nguồn nếu có thể làm an toàn và gọi kỹ thuật viên kiểm tra vì phát nhiệt có thể liên quan tiếp xúc kém hoặc quá tải.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Nếu dây DC bị tróc vỏ thì có nguy hiểm không?,"Có. Dây DC của hệ mặt trời có thể còn điện khi có ánh sáng. Không tự chạm vào dây; cần kỹ thuật viên kiểm tra, thay thế và xử lý đúng kỹ thuật.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Nếu mái bị dột sau lắp thì xử lý thế nào?,"Cần liên hệ đơn vị thi công kiểm tra điểm bắt khung, lỗ khoan, keo chống dột và đường thoát nước. Không tự tháo tấm pin nếu không có thiết bị và chuyên môn an toàn.",maintenance,mksolar_home,https://mksolar.vn/,
Có cần chống sét cho hệ điện mặt trời không?,"Cần đánh giá theo công trình cụ thể. Hệ điện mặt trời cần thiết kế bảo vệ điện, nối đất và chống sét phù hợp với quy định kỹ thuật và điều kiện hiện trường.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Có nên tắt hệ điện mặt trời khi bão lớn không?,"Nếu có khuyến cáo từ đơn vị lắp đặt hoặc có nguy cơ mất an toàn, nên thực hiện theo hướng dẫn vận hành an toàn. Không tự leo mái hoặc thao tác ngoài trời khi thời tiết nguy hiểm.",operation,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Tấm pin bị nứt có dùng tiếp được không?,"Không nên tiếp tục vận hành nếu tấm pin nứt vỡ hoặc có dấu hiệu hư hỏng. Cần kỹ thuật viên kiểm tra để tránh rủi ro điện, nước xâm nhập hoặc suy giảm an toàn.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Khi nào cần gọi kỹ thuật viên ngay?,"Cần gọi ngay khi có mùi khét, tia lửa, chập cháy, điện giật, inverter lỗi nghiêm trọng, tấm pin nứt vỡ, dây nóng bất thường hoặc khu vực thiết bị bị ngập nước.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Có cần bảo trì inverter không?,"Có. Inverter cần được kiểm tra trạng thái hoạt động, cảnh báo lỗi, thông gió, nhiệt độ vận hành và kết nối điện. Việc kiểm tra nên do người có chuyên môn thực hiện.",maintenance,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Làm sao biết hệ hoạt động bình thường?,"Có thể theo dõi sản lượng hằng ngày, trạng thái inverter, cảnh báo lỗi và so sánh với điều kiện thời tiết. Nếu sản lượng giảm bất thường trong nhiều ngày nắng tốt, nên kiểm tra kỹ thuật.",operation,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
Tại sao hôm nay trời nắng nhưng sản lượng thấp?,"Có thể do bóng che, bụi bẩn, nhiệt độ cao, lỗi inverter, một chuỗi pin gặp vấn đề hoặc tải tiêu thụ/giới hạn phát. Cần xem dữ liệu vận hành và kiểm tra thực tế.",troubleshooting,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts,
